src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
1,7,1.0,0,0
2,8,1.0,0,0
2,9,1.0,0,0
10,3,1.0,0,0
3,11,1.0,0,0
4,12,1.0,0,0
4,13,1.0,0,0
5,14,1.0,0,0
5,15,1.0,0,0
6,16,1.0,0,0
8,17,1.0,0,0
8,18,1.0,0,0
8,19,1.0,0,0
9,20,1.0,0,0
11,21,1.0,0,0
13,22,1.0,0,0
14,23,1.0,0,0
14,24,1.0,0,0
15,25,1.0,0,0
16,26,1.0,0,0
16,27,1.0,0,0
18,28,1.0,0,0
19,29,1.0,0,0
20,30,1.0,0,0
21,31,1.0,0,0
23,32,1.0,0,0
24,33,1.0,0,1
25,34,1.0,0,1
26,35,1.0,0,0
29,36,1.0,0,0
33,37,1.0,0,0
33,38,2.0,0,1
34,39,1.0,0,1
34,40,2.0,0,1
35,41,1.0,0,0
39,42,5,1,1
39,43,5,1,1
42,44,5,1,1
43,45,5,1,1
44,46,5,1,1
9,10,1.0,0,0
10,14,1.0,0,0
11,17,1.0,0,0
12,18,1.0,0,0
15,16,1.0,0,0
23,26,1.0,0,0
45,46,5,1,1
