src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
1,7,1.0,0,0
2,8,1.0,0,0
2,9,1.0,0,0
2,10,1.0,0,0
3,11,1.0,0,0
5,12,1.0,0,0
5,13,1.0,0,0
6,14,1.0,0,0
6,15,1.0,0,0
8,16,1.0,0,0
8,17,1.0,0,0
11,18,2.0,0,1
12,19,1.0,0,0
12,20,1.0,0,0
12,21,1.0,0,0
14,22,2.0,0,0
16,23,5,1,1
16,24,5,1,1
19,25,1.0,0,0
20,26,1.0,0,0
20,27,1.0,0,0
21,28,1.0,0,0
23,29,5,1,1
24,30,5,1,1
25,31,1.0,0,0
25,32,1.0,0,0
27,33,1.0,0,0
33,34,2.0,0,1
3,4,1.0,0,0
9,13,1.0,0,0
11,17,1.0,0,1
14,19,1.0,0,0
25,26,1.0,0,0
28,33,1.0,0,1
29,30,5,1,1
