src,dst,type,aromacity,conjugation
0,1,5,1,1
1,2,5,1,1
2,3,5,1,1
3,4,1.0,0,1
4,5,5,1,1
0,5,5,1,1
3,6,5,1,1
6,7,5,1,1
7,8,5,1,1
8,9,5,1,1
4,9,5,1,1
7,10,5,1,1
10,11,5,1,1
11,12,5,1,1
12,13,5,1,1
8,13,5,1,1
5,14,2.0,0,1
1,15,2.0,0,1
12,16,1.0,0,0
11,17,1.0,0,0
6,18,1.0,0,0
18,19,1.0,0,0
19,20,1.0,0,0
20,21,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,0
19,24,1.0,0,0
21,25,1.0,0,0
20,26,1.0,0,0
23,27,1.0,0,0
27,28,1.0,0,0
27,29,2.0,0,0
27,30,1.0,0,0
28,31,1.0,0,0
31,32,1.0,0,0
31,33,2.0,0,0
31,34,1.0,0,0
35,36,1.0,0,0
32,36,1.0,0,0
35,37,1.0,0,0
37,38,1.0,0,0
38,39,1.0,0,0
39,40,1.0,0,0
35,40,1.0,0,0
37,41,1.0,0,0
38,42,1.0,0,0
43,44,5,1,1
44,45,5,1,1
45,46,5,1,1
46,47,5,1,1
47,48,5,1,1
43,48,5,1,1
46,49,5,1,1
49,50,5,1,1
50,51,5,1,1
47,51,5,1,1
39,49,1.0,0,0
48,52,1.0,0,1
