src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
7,2,1.0,0,0
2,8,1.0,0,0
3,9,1.0,0,0
3,10,1.0,0,0
4,11,1.0,0,0
4,12,1.0,0,0
5,13,1.0,0,0
5,14,1.0,0,0
5,15,1.0,0,0
6,16,1.0,0,0
7,17,1.0,0,0
8,18,1.0,0,0
9,19,1.0,0,0
10,20,1.0,0,0
12,21,1.0,0,0
14,22,1.0,0,0
15,23,1.0,0,0
16,24,1.0,0,0
17,25,1.0,0,0
17,26,1.0,0,0
18,27,1.0,0,0
19,28,1.0,0,0
20,29,1.0,0,0
20,30,1.0,0,0
23,31,1.0,0,0
26,32,1.0,0,1
28,33,1.0,0,1
29,34,1.0,0,0
32,35,1.0,0,0
32,36,2.0,0,1
33,37,1.0,0,1
33,38,2.0,0,1
34,39,1.0,0,0
37,40,5,1,1
37,41,5,1,1
40,42,5,1,1
41,43,5,1,1
42,44,5,1,1
6,7,1.0,0,0
8,13,1.0,0,0
9,17,1.0,0,0
11,14,1.0,0,0
19,20,1.0,0,0
25,29,1.0,0,0
43,44,5,1,1
