src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
2,4,1.0,0,0
3,5,1.0,0,0
3,6,1.0,0,0
4,7,1.0,0,1
5,8,2.0,0,0
7,9,2.0,0,1
7,10,1.0,0,0
8,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
18,19,1.0,0,0
19,20,1.0,0,0
20,21,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,0
25,24,1.0,0,0
25,26,1.0,0,0
25,27,1.0,0,0
26,28,1.0,0,0
26,29,1.0,0,0
27,30,1.0,0,0
27,31,1.0,0,0
28,0,1.0,0,0
28,32,1.0,0,0
30,33,1.0,0,0
33,34,1.0,0,0
30,32,1.0,0,0
35,36,1.0,0,0
35,24,1.0,0,0
35,37,1.0,0,0
35,38,1.0,0,0
36,39,1.0,0,0
37,40,1.0,0,0
38,41,1.0,0,1
38,42,2.0,0,1
39,43,1.0,0,0
40,44,1.0,0,0
40,43,1.0,0,0
39,45,1.0,0,0
45,46,1.0,0,0
46,47,1.0,0,0
47,48,1.0,0,0
45,49,1.0,0,0
46,50,1.0,0,0
43,51,1.0,0,0
51,52,1.0,0,1
52,53,1.0,0,0
52,54,2.0,0,1
