src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
1,5,1.0,0,0
6,2,1.0,0,0
3,7,1.0,0,0
3,8,1.0,0,0
4,9,1.0,0,0
5,10,1.0,0,1
5,11,2.0,0,1
6,12,1.0,0,0
6,13,1.0,0,0
7,14,1.0,0,0
9,15,1.0,0,0
12,16,1.0,0,0
13,17,1.0,0,0
13,18,1.0,0,0
19,15,1.0,0,0
16,20,1.0,0,0
16,21,1.0,0,0
17,22,1.0,0,0
19,23,1.0,0,0
19,24,1.0,0,0
20,25,1.0,0,0
21,26,1.0,0,1
23,27,1.0,0,0
23,28,1.0,0,0
24,29,1.0,0,0
24,30,1.0,0,0
31,25,1.0,0,0
27,32,1.0,0,0
28,33,1.0,0,1
29,34,1.0,0,0
31,35,1.0,0,0
31,36,1.0,0,0
32,37,1.0,0,0
35,38,1.0,0,0
36,39,1.0,0,0
36,40,1.0,0,0
38,41,1.0,0,0
38,42,1.0,0,0
39,43,1.0,0,0
41,44,1.0,0,0
42,45,1.0,0,1
42,46,2.0,0,1
7,9,1.0,0,0
17,20,1.0,0,0
29,32,1.0,0,0
39,41,1.0,0,0
10,47,1.0,0,0
28,48,2.0,0,1
21,49,2.0,0,1
45,50,1.0,0,0
37,51,1.0,0,0
