src,dst,type,aromacity,conjugation
11,13,1.0,0,0
11,14,1.0,0,0
12,15,1.0,0,0
14,16,1.0,0,0
14,17,1.0,0,0
15,18,1.0,0,0
16,19,1.0,0,0
18,20,1.0,0,0
15,16,1.0,0,0
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,0
3,6,1.0,0,0
3,7,1.0,0,0
5,8,1.0,0,0
6,9,1.0,0,0
5,6,1.0,0,0
10,11,1.0,0,0
10,12,1.0,0,0
21,22,1.0,0,0
21,23,1.0,0,0
21,24,1.0,0,0
21,25,1.0,0,0
22,26,1.0,0,0
22,27,1.0,0,0
23,28,1.0,0,0
23,29,1.0,0,0
24,30,1.0,0,0
26,31,1.0,0,0
27,32,1.0,0,0
27,33,1.0,0,0
28,34,1.0,0,0
28,35,1.0,0,0
32,36,1.0,0,0
32,37,1.0,0,0
34,38,1.0,0,0
35,39,1.0,0,0
36,40,1.0,0,0
37,41,1.0,0,0
38,42,1.0,0,0
38,43,1.0,0,0
38,44,1.0,0,0
40,45,1.0,0,0
42,46,1.0,0,0
43,47,1.0,0,0
45,48,1.0,0,0
46,49,1.0,0,0
49,50,1.0,0,0
26,29,1.0,0,0
30,34,1.0,0,0
31,32,1.0,0,0
39,42,2.0,0,0
41,45,1.0,0,0
47,49,1.0,0,0
10,50,1.0,0,0
0,13,1.0,0,0
