src,dst,type,aromacity,conjugation
0,1,1.0,0,0
3,2,1.0,0,0
3,4,1.0,0,0
0,4,1.0,0,0
5,6,1.0,0,0
3,6,1.0,0,0
7,8,1.0,0,1
8,9,2.0,0,1
9,10,1.0,0,1
5,10,2.0,0,1
6,11,1.0,0,0
4,12,1.0,0,0
0,13,1.0,0,0
8,14,1.0,0,0
7,15,2.0,0,1
7,16,1.0,0,1
1,17,1.0,0,0
17,18,1.0,0,0
17,19,1.0,0,0
16,20,1.0,0,1
20,21,5,1,1
20,22,5,1,1
22,23,5,1,1
23,24,5,1,1
24,25,5,1,1
23,26,5,1,1
26,27,5,1,1
27,28,5,1,1
28,29,5,1,1
24,29,5,1,1
22,30,1.0,0,1
26,31,1.0,0,1
1,32,1.0,0,0
18,33,1.0,0,1
33,34,1.0,0,0
33,35,2.0,0,1
25,21,5,1,1
19,36,1.0,0,0
36,37,1.0,0,0
36,38,1.0,0,0
19,39,1.0,0,0
37,40,1.0,0,0
38,41,2.0,0,1
41,42,1.0,0,1
28,43,1.0,0,1
43,44,1.0,0,0
42,44,1.0,0,0
29,45,1.0,0,1
44,45,1.0,0,0
44,46,1.0,0,0
27,47,1.0,0,0
25,48,1.0,0,1
49,45,2.0,0,1
21,50,1.0,0,1
50,51,2.0,0,1
51,52,1.0,0,1
52,53,1.0,0,0
53,54,1.0,0,0
54,55,1.0,0,0
55,56,1.0,0,0
56,57,1.0,0,0
52,57,1.0,0,0
55,58,1.0,0,0
