src,dst,type,aromacity,conjugation
0,1,5,1,1
2,0,1.0,0,0
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,1.0,0,0
2,7,1.0,0,0
3,8,5,1,1
4,9,5,1,1
5,10,5,1,1
6,11,1.0,0,0
7,12,1.0,0,0
7,13,1.0,0,0
9,14,5,1,1
9,15,1.0,0,1
11,16,1.0,0,0
12,17,1.0,0,0
16,18,1.0,0,0
18,19,1.0,0,0
19,20,1.0,0,0
19,21,1.0,0,0
19,22,2.0,0,0
20,23,1.0,0,0
23,24,1.0,0,0
23,25,1.0,0,0
23,26,2.0,0,0
27,24,1.0,0,0
27,28,1.0,0,0
27,29,1.0,0,0
28,30,1.0,0,0
29,31,1.0,0,0
29,32,1.0,0,0
30,33,1.0,0,0
31,34,1.0,0,0
33,35,1.0,0,0
4,8,5,1,1
10,14,5,1,1
11,12,1.0,0,0
30,31,1.0,0,0
