src,dst,type,aromacity,conjugation
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
2,7,1.0,0,0
2,8,1.0,0,0
3,9,1.0,0,0
5,10,1.0,0,0
5,11,2.0,0,0
6,12,1.0,0,0
10,13,1.0,0,0
10,14,1.0,0,0
11,15,1.0,0,0
12,16,1.0,0,0
12,17,1.0,0,0
13,18,1.0,0,0
13,19,1.0,0,0
13,20,1.0,0,0
18,21,1.0,0,0
19,22,1.0,0,0
21,23,1.0,0,0
21,24,1.0,0,0
21,25,1.0,0,0
23,26,1.0,0,0
24,27,1.0,0,0
26,28,1.0,0,0
26,29,1.0,0,0
26,30,1.0,0,0
28,31,1.0,0,0
7,10,1.0,0,0
9,12,1.0,0,0
15,18,1.0,0,0
22,23,1.0,0,0
27,28,1.0,0,0
4,32,1.0,0,1
0,1,1.0,0,0
4,33,2.0,0,1
0,2,1.0,0,0
29,34,2.0,0,0
