src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
0,6,1.0,0,0
4,7,1.0,0,0
2,8,1.0,0,0
9,7,1.0,0,0
9,10,1.0,0,0
10,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
9,14,1.0,0,0
12,15,1.0,0,0
16,15,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
18,19,1.0,0,0
19,20,1.0,0,0
20,21,1.0,0,0
16,21,1.0,0,0
10,22,1.0,0,0
14,23,1.0,0,0
21,24,1.0,0,0
17,25,1.0,0,0
19,26,1.0,0,0
18,27,1.0,0,0
11,28,1.0,0,0
3,29,1.0,0,0
1,30,1.0,0,0
6,31,1.0,0,0
23,32,1.0,0,0
24,33,1.0,0,0
