src,dst,type,aromacity,conjugation
0,1,5,1,1
1,2,5,1,1
2,3,5,1,1
3,4,5,1,1
4,5,5,1,1
0,5,5,1,1
3,6,1.0,0,1
6,7,1.0,0,0
7,8,1.0,0,0
8,9,1.0,0,0
4,9,1.0,0,1
1,10,1.0,0,1
8,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,1
13,14,5,1,1
14,15,5,1,1
15,16,5,1,1
16,17,5,1,1
17,18,5,1,1
13,18,5,1,1
5,19,2.0,0,1
16,20,1.0,0,1
20,21,1.0,0,1
21,22,1.0,0,0
20,23,2.0,0,1
22,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,1
27,28,1.0,0,0
28,29,1.0,0,0
22,30,1.0,0,0
26,31,2.0,0,1
28,32,1.0,0,0
29,33,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,1
35,36,1.0,0,0
36,37,1.0,0,0
34,38,2.0,0,1
36,39,1.0,0,0
37,40,1.0,0,0
40,41,1.0,0,0
41,42,2.0,0,1
41,43,1.0,0,1
30,44,2.0,0,1
30,45,1.0,0,1
39,46,1.0,0,1
39,47,2.0,0,1
32,48,1.0,0,1
32,49,2.0,0,1
