src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,1.0,0,1
2,7,5,1,1
3,8,5,1,1
4,9,1.0,0,0
5,10,1.0,0,1
5,11,2.0,0,1
7,12,5,1,1
8,13,1.0,0,1
9,14,5,1,1
9,15,5,1,1
10,16,1.0,0,0
13,17,2.0,0,1
14,18,5,1,1
15,19,5,1,1
16,20,1.0,0,0
17,21,1.0,0,1
18,22,5,1,1
20,23,1.0,0,0
21,24,1.0,0,1
21,25,2.0,0,1
22,26,1.0,0,1
23,27,1.0,0,0
24,28,1.0,0,0
27,29,1.0,0,0
28,30,1.0,0,0
29,31,1.0,0,1
30,32,1.0,0,0
31,33,1.0,0,1
31,34,2.0,0,1
32,35,1.0,0,0
35,36,1.0,0,0
36,37,1.0,0,1
37,38,1.0,0,1
37,39,2.0,0,1
4,6,1.0,0,0
8,12,5,1,1
19,22,5,1,1
