src,dst,type,aromacity,conjugation
0,1,5,1,1
2,0,1.0,0,0
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,1.0,0,0
2,7,1.0,0,0
3,8,5,1,1
4,9,5,1,1
5,10,5,1,1
6,11,1.0,0,0
6,12,1.0,0,0
7,13,1.0,0,0
9,14,5,1,1
9,15,1.0,0,1
11,16,1.0,0,0
13,17,1.0,0,0
15,18,1.0,0,0
15,19,1.0,0,0
16,20,1.0,0,1
17,21,1.0,0,0
20,22,1.0,0,0
20,23,2.0,0,1
21,24,1.0,0,0
22,25,1.0,0,0
22,26,1.0,0,0
24,27,1.0,0,0
24,28,1.0,0,0
24,29,2.0,0,0
25,30,1.0,0,0
26,31,1.0,0,1
30,32,5,1,1
30,33,5,1,1
31,34,1.0,0,0
31,35,2.0,0,1
32,36,5,1,1
33,37,5,1,1
36,38,5,1,1
38,39,1.0,0,1
4,8,5,1,1
10,14,5,1,1
11,13,1.0,0,0
37,38,5,1,1
