src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,5,1,1
0,3,5,1,1
1,4,5,1,1
1,5,1.0,0,0
2,6,5,1,1
3,7,5,1,1
3,8,1.0,0,1
4,9,1.0,0,0
4,10,5,1,1
5,11,1.0,0,0
6,12,5,1,1
7,14,1.0,0,0
8,15,2.0,0,1
9,16,1.0,0,0
9,17,1.0,0,0
10,18,5,1,1
11,19,1.0,0,1
11,20,2.0,0,1
12,21,5,1,1
13,22,5,1,1
13,23,5,1,1
16,24,1.0,0,0
17,25,1.0,0,0
18,26,5,1,1
19,27,1.0,0,0
21,28,1.0,0,1
21,29,5,1,1
22,30,5,1,1
22,31,5,1,1
23,32,5,1,1
25,33,1.0,0,0
28,34,2.0,0,1
28,35,1.0,0,0
29,36,5,1,1
30,37,1.0,0,1
32,38,1.0,0,0
33,39,1.0,0,1
33,40,2.0,0,1
34,41,1.0,0,0
35,42,1.0,0,0
37,43,2.0,0,1
39,44,1.0,0,0
44,45,1.0,0,0
45,46,2.0,0,0
46,47,1.0,0,0
46,48,1.0,0,0
47,49,1.0,0,0
49,50,1.0,0,0
50,51,1.0,0,0
51,52,1.0,0,0
51,53,1.0,0,0
52,54,1.0,0,0
54,55,1.0,0,0
55,56,1.0,0,0
56,57,1.0,0,0
56,58,1.0,0,0
57,59,1.0,0,0
59,60,1.0,0,0
60,61,1.0,0,0
61,62,1.0,0,0
61,63,1.0,0,0
5,8,1.0,0,0
6,7,5,1,1
16,18,1.0,0,0
23,26,5,1,1
30,32,5,1,1
31,36,5,1,1
34,36,1.0,0,1
