src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
2,4,1.0,0,0
3,5,1.0,0,0
3,6,1.0,0,0
3,7,1.0,0,0
4,8,1.0,0,0
5,9,1.0,0,0
4,5,1.0,0,0
10,11,5,1,1
10,12,5,1,1
10,13,1.0,0,1
11,14,5,1,1
11,15,1.0,0,1
12,16,5,1,1
12,17,1.0,0,1
18,13,1.0,0,0
14,19,5,1,1
15,20,1.0,0,1
17,21,1.0,0,1
18,22,1.0,0,0
18,23,1.0,0,0
19,24,1.0,0,0
20,25,5,1,1
20,26,5,1,1
21,27,5,1,1
21,28,5,1,1
22,29,1.0,0,0
23,30,1.0,0,0
24,31,1.0,0,0
24,32,1.0,0,0
25,33,5,1,1
25,34,1.0,0,0
26,35,5,1,1
27,36,5,1,1
27,37,1.0,0,0
28,38,5,1,1
29,39,1.0,0,0
29,40,1.0,0,0
31,41,1.0,0,1
31,42,2.0,0,1
32,43,1.0,0,1
33,44,5,1,1
36,45,5,1,1
39,46,1.0,0,0
41,47,1.0,0,0
43,48,1.0,0,0
43,49,2.0,0,1
44,50,1.0,0,0
45,51,1.0,0,0
47,52,1.0,0,0
47,53,1.0,0,0
48,54,1.0,0,0
50,55,1.0,0,0
50,56,1.0,0,0
51,57,1.0,0,0
51,58,1.0,0,0
52,59,5,1,1
52,60,5,1,1
53,61,1.0,0,1
54,62,1.0,0,1
55,63,1.0,0,0
57,64,1.0,0,0
59,65,5,1,1
60,66,5,1,1
62,67,2.0,0,1
63,68,1.0,0,1
63,69,2.0,0,1
64,70,1.0,0,1
65,71,1.0,0,1
65,72,5,1,1
68,73,1.0,0,0
70,74,1.0,0,0
70,75,2.0,0,1
71,76,5,1,1
71,77,5,1,1
73,78,1.0,0,0
74,79,1.0,0,0
74,80,1.0,0,0
76,81,5,1,1
77,82,5,1,1
77,83,1.0,0,1
81,84,5,1,1
84,85,1.0,0,1
16,19,5,1,1
30,39,1.0,0,0
35,44,5,1,1
38,45,5,1,1
55,61,1.0,0,0
57,62,1.0,0,0
66,72,5,1,1
73,76,1.0,0,0
82,84,5,1,1
53,86,2.0,0,1
72,87,1.0,0,1
78,88,1.0,0,1
78,89,2.0,0,1
80,90,1.0,0,0
79,91,1.0,0,0
91,92,1.0,0,0
91,93,1.0,0,0
48,94,1.0,0,0
94,95,1.0,0,0
95,96,1.0,0,1
95,97,2.0,0,1
30,98,1.0,0,0
98,99,1.0,0,0
22,100,1.0,0,0
0,100,1.0,0,0
