src,dst,type,aromacity,conjugation
20,21,1.0,0,1
7,9,1.0,0,0
8,12,5,1,1
18,20,5,1,1
22,4,1.0,0,0
3,23,1.0,0,1
0,1,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
2,7,1.0,0,0
3,8,5,1,1
4,9,1.0,0,0
4,10,1.0,0,0
5,11,1.0,0,0
6,12,5,1,1
8,13,1.0,0,1
11,14,5,1,1
11,15,5,1,1
12,16,1.0,0,1
14,17,5,1,1
15,18,5,1,1
16,19,1.0,0,0
17,20,5,1,1
24,25,1.0,0,0
24,26,1.0,0,0
25,27,1.0,0,0
25,28,1.0,0,0
26,29,1.0,0,0
27,30,5,1,1
27,31,5,1,1
30,33,5,1,1
31,34,5,1,1
32,35,5,1,1
32,36,5,1,1
33,37,5,1,1
34,38,1.0,0,1
35,39,5,1,1
36,40,5,1,1
37,41,1.0,0,1
39,42,5,1,1
41,43,1.0,0,0
29,30,1.0,0,0
34,37,5,1,1
40,42,5,1,1
24,44,1.0,0,0
23,40,1.0,0,1
18,38,1.0,0,1
35,28,1.0,0,0
13,45,1.0,0,0
24,46,1.0,0,0
21,47,1.0,0,0
