src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
2,7,1.0,0,0
3,8,5,1,1
3,9,1.0,0,1
4,10,1.0,0,0
4,11,1.0,0,0
4,12,1.0,0,0
5,13,1.0,0,0
6,14,5,1,1
8,15,1.0,0,1
9,16,1.0,0,0
11,17,1.0,0,0
13,18,5,1,1
13,19,5,1,1
14,20,1.0,0,1
15,21,1.0,0,0
17,22,1.0,0,0
18,23,5,1,1
19,24,5,1,1
20,25,1.0,0,0
22,26,1.0,0,0
23,27,5,1,1
23,28,1.0,0,1
24,29,1.0,0,1
26,30,1.0,0,1
27,31,1.0,0,1
28,32,1.0,0,0
29,33,1.0,0,0
30,34,1.0,0,0
30,35,2.0,0,1
31,36,1.0,0,0
34,37,1.0,0,0
37,38,1.0,0,0
38,39,1.0,0,1
38,40,2.0,0,1
39,41,1.0,0,0
41,42,1.0,0,0
42,43,1.0,0,0
43,44,1.0,0,0
44,45,1.0,0,0
44,46,1.0,0,0
44,47,1.0,0,0
45,48,1.0,0,0
45,49,1.0,0,0
46,50,1.0,0,0
48,51,5,1,1
48,52,5,1,1
49,53,1.0,0,0
51,54,5,1,1
52,55,5,1,1
52,56,1.0,0,1
53,57,5,1,1
53,58,5,1,1
54,59,5,1,1
55,60,1.0,0,1
56,61,1.0,0,0
57,62,5,1,1
58,63,5,1,1
59,64,1.0,0,1
60,65,1.0,0,0
62,66,5,1,1
62,67,1.0,0,1
63,68,1.0,0,1
64,69,1.0,0,0
66,70,1.0,0,1
67,71,1.0,0,0
68,72,1.0,0,0
70,73,1.0,0,0
7,10,1.0,0,0
8,14,5,1,1
24,27,5,1,1
50,51,1.0,0,0
55,59,5,1,1
63,66,5,1,1
