src,dst,type,aromacity,conjugation
0,1,2.0,0,0
2,1,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
5,6,1.0,0,0
6,7,1.0,0,0
2,7,1.0,0,0
6,8,1.0,0,0
5,9,1.0,0,0
8,10,1.0,0,0
0,11,1.0,0,0
0,12,1.0,0,0
11,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
18,19,2.0,0,0
19,20,1.0,0,0
19,21,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,0
22,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
30,31,1.0,0,0
31,26,1.0,0,0
27,32,1.0,0,0
25,33,1.0,0,0
33,34,1.0,0,0
32,35,1.0,0,0
30,36,1.0,0,0
30,37,1.0,0,0
37,38,1.0,0,1
40,39,1.0,0,0
39,41,1.0,0,0
41,42,1.0,0,0
42,43,1.0,0,0
43,44,1.0,0,0
40,44,1.0,0,0
38,39,1.0,0,1
38,45,2.0,0,1
37,46,2.0,0,1
29,47,1.0,0,0
41,48,1.0,0,0
48,49,2.0,0,1
48,50,1.0,0,1
11,50,1.0,0,0
13,51,1.0,0,0
14,52,1.0,0,0
16,53,2.0,0,0
17,54,1.0,0,0
54,55,1.0,0,0
55,56,2.0,0,0
