src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
0,4,1.0,0,0
3,5,1.0,0,0
0,6,1.0,0,0
6,7,1.0,0,0
2,8,1.0,0,0
1,9,1.0,0,0
9,10,1.0,0,0
10,11,1.0,0,0
10,12,1.0,0,0
10,13,2.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
14,18,1.0,0,0
17,19,1.0,0,0
14,20,1.0,0,0
16,21,1.0,0,0
15,22,1.0,0,0
22,23,1.0,0,0
23,24,1.0,0,0
23,25,1.0,0,0
23,26,2.0,0,0
12,20,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
30,31,1.0,0,0
27,31,1.0,0,0
30,32,1.0,0,0
27,33,1.0,0,0
29,34,1.0,0,0
28,35,1.0,0,0
25,33,1.0,0,0
35,36,1.0,0,0
36,37,2.0,0,0
36,38,1.0,0,0
36,39,1.0,0,0
7,40,1.0,0,0
40,41,2.0,0,0
40,42,1.0,0,0
40,43,1.0,0,0
